HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id,Input.text,Answer.taskAnswers,Approve,Reject
3LG268AV3APSXDLBTH7613DYW0GRE0,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:45 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:45 PDT 2019,,,3MB8LZR5BICN3ZG1ALQE16CKGHRLKL,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:18:24 PDT 2019,Sat Apr 13 16:18:33 PDT 2019,Tue Apr 16 16:18:33 PDT 2019,,,,9,100% (22/22),100% (22/22),100% (22/22),1114741420227579904l,@eastvancity @Mona_Boucher The victim of negligence being the one on trial and having to watch what they say is so astoundingly wrong. No one has told the driver not to say anything about texting and driving and if they did it probably wouldn't be used against them anyway.,"[{""classification"":{""label"":""Neither/Unknown""}}]",,
33CLA8O0MKUK3RL7OSRCJLYY81VRFI,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:45 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:45 PDT 2019,,,3PB5A5BD0YPJMSVGG04PK92QEG5G74,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:16:33 PDT 2019,Sat Apr 13 16:16:42 PDT 2019,Tue Apr 16 16:16:42 PDT 2019,,,,9,100% (22/22),100% (22/22),100% (22/22),1114172267381100544a,RT @MyattSnider: Having some fun today! Went to the @MVWarriorStrong high school near @MartinsvilleSwy to talk about texting and driving. B…,"[{""classification"":{""label"":""Disapproves""}}]",,
3XBXDSS88A2Q0FHFJ2023GP66E2LXD,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:45 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:45 PDT 2019,,,3X31TUMD705LXYUF2BKWWRGL7BRL1I,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:05:31 PDT 2019,Sat Apr 13 16:05:40 PDT 2019,Tue Apr 16 16:05:40 PDT 2019,,,,9,100% (22/22),100% (22/22),100% (22/22),1113548463327858688a,@XrpBoy @xrptipbot 400 hundred dollar ticket for texting and driving. 40000 dollar ticket for texting and flying.,"[{""classification"":{""label"":""Disapproves""}}]",,
3FTID4TN8NHF0K7POYM4MUWF8KWLYJ,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:45 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:45 PDT 2019,,,3EQHHY4HQVB4ZOHXS7PSMPOUNAAG5P,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:13:56 PDT 2019,Sat Apr 13 16:14:06 PDT 2019,Tue Apr 16 16:14:06 PDT 2019,,,,10,100% (22/22),100% (22/22),100% (22/22),1113496585025888256p,I just seen a cop pull up next to this white lady n told her to stop texting n driving.. nigga just waved his finger at her no ticket or nothing lmao shits crazy.. must be nice,"[{""classification"":{""label"":""Disapproves""}}]",,
391FPZIE4E5WXF4UNCAHRHXVVFCHUA,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:52 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:52 PDT 2019,,,3T111IHZ5H9EP1SNB8WLX973BF4R9N,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:23:24 PDT 2019,Sat Apr 13 16:23:28 PDT 2019,Tue Apr 16 16:23:28 PDT 2019,,,,4,100% (22/22),100% (22/22),100% (22/22),1114587007903313922i,RT @StLCountyDOH: April is National Distracted Driving Month. Keep your eyes on the road and avoiding texting or talking while driving to p…,"[{""classification"":{""label"":""Disapproves""}}]",,
3JYPJ2TAYKRZRE5SB0NNEQYJ7J7FPE,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:45 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:45 PDT 2019,,,30JNVC0ORC37S6V6W5VD50VMY6AQHB,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:07:16 PDT 2019,Sat Apr 13 16:07:23 PDT 2019,Tue Apr 16 16:07:23 PDT 2019,,,,7,100% (22/22),100% (22/22),100% (22/22),1112688563748069376d,"@Delaware_Ohio It's April Fool's Day, but texting and driving is NO JOKE! April is National Distracted Driving Awareness Month. Please put the devices down when your in the car and focus on the task at hand -- DRIVING! https://t.co/r9INwMXcgX","[{""classification"":{""label"":""Disapproves""}}]",,
338431Z1FNYE94Y0NVA26F7C02MOR1,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:45 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:45 PDT 2019,,,3I3WADAZ9TNSR1YVGQ20RYXWEW1O5K,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:21:41 PDT 2019,Sat Apr 13 16:21:50 PDT 2019,Tue Apr 16 16:21:50 PDT 2019,,,,9,100% (22/22),100% (22/22),100% (22/22),1114623963408285696j,"@CyclingInCork @DiarmaidTwomey Have seen (from my bus seat) several motorists texting while driving 50/60/70 Km on the M7, Ireland's busiest road. Crazy stuff.","[{""classification"":{""label"":""Disapproves""}}]",,
334ZEL5JX8YQAJYD2KA7WPC8M45OSP,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:52 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:52 PDT 2019,,,38JBBYETQRTOJRH687GUHUX4AY0E41,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:25:23 PDT 2019,Sat Apr 13 16:25:31 PDT 2019,Tue Apr 16 16:25:31 PDT 2019,,,,8,100% (22/22),100% (22/22),100% (22/22),1112863416404701184g,"if you offer me a ride & i get in the car & you texting while driving / going way over the speed limit, just know you not gon hear from me again. not gon die cuz your dumbass thinks its cool","[{""classification"":{""label"":""Disapproves""}}]",,
3ZVPAMTJWPMQHRH2ZCXU16YA9GVRGH,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:52 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:52 PDT 2019,,,33JKGHPFYFD8HNJP7AJ9TB8DAHMNMU,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:08:53 PDT 2019,Sat Apr 13 16:08:58 PDT 2019,Tue Apr 16 16:08:58 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1115690604057518080t,"Presidential decree #9263: if I catch you texting and driving, I’m spinning you into the ditch. That’ll learn ya. #PresidentDeadpool #Deadpool #DontTextAndDrive","[{""classification"":{""label"":""Disapproves""}}]",,
3PCPFX4U429KRQ67BD2CEVOTCFTFQ5,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:46 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:46 PDT 2019,,,3EWIJTFFVRQ7K3Z5P6TS5R7RTMKE0L,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:22:09 PDT 2019,Sat Apr 13 16:22:14 PDT 2019,Tue Apr 16 16:22:14 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1113651864434892800p,"RT @MAM1SHAMPOO: I wish people would put their phone on DND when they’re driving. Nothing cool about texting, being on social media, or wha…","[{""classification"":{""label"":""Disapproves""}}]",,
3I7KR83SNCWPFDHZVMIN8DQ9AB6K9Q,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:52 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:52 PDT 2019,,,3FTOP5WARI7FVJLX374J27KJYUGJ0B,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:24:07 PDT 2019,Sat Apr 13 16:24:15 PDT 2019,Tue Apr 16 16:24:15 PDT 2019,,,,8,100% (22/22),100% (22/22),100% (22/22),1112435367922196481m,RT @DrPaulaWhiteman: This is a surprise? Texting while Driving causes more ED Visits? Texting & Driving is like... doing a dental procedure…,"[{""classification"":{""label"":""Disapproves""}}]",,
31SIZS5W5BYHUGBG2826VK2CF34RQC,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:19 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:19 PDT 2019,,,388U7OUMFAKWT74ABCDS4Y6A8BAR0B,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:20:43 PDT 2019,Sat Apr 13 16:20:48 PDT 2019,Tue Apr 16 16:20:48 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1114082800955793408a,"Texting and driving can wreck your life because if you're texting, you're not driving. Don't let it. #DistractedDrivingAwarenessMonth #headsupgeorgia #drivealert https://t.co/7MeTvqTzPD","[{""classification"":{""label"":""Disapproves""}}]",,
33CLA8O0MKUK3RL7OSRCJLYY81VFR6,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:52 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:52 PDT 2019,,,3HOSI13XH27WRHMZ5N63EG9PNZSDDK,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:06:54 PDT 2019,Sat Apr 13 16:07:10 PDT 2019,Tue Apr 16 16:07:10 PDT 2019,,,,16,100% (22/22),100% (22/22),100% (22/22),1114390653637746689s,".@MariaWNDU, so reckless driver and child killer Alyssa Shepherd next goes to court Apr 18.  She had better spend some hard prison time for reckless driving, (texting?) and killing those three kids!","[{""classification"":{""label"":""Disapproves""}}]",,
3IZPORCT1HS4HNCDJIFCM6ABOG8RHG,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:52 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:52 PDT 2019,,,351SEKWQS30ZVBSCIG56X6WJWDKDM2,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:12:21 PDT 2019,Sat Apr 13 16:12:37 PDT 2019,Tue Apr 16 16:12:37 PDT 2019,,,,16,100% (22/22),100% (22/22),100% (22/22),1113962573873991681d,@TypingNonsense @CrystleMcAuli16 @TwitchReTweets @SSS_Discord_RTs @CaitSailor @Nekokittens @EmoSupportPanda @helmartwork @LittleKitten358 Not you though can texting watching a live video while driving is well... a bit dangerous. Lol,"[{""classification"":{""label"":""Disapproves""}}]",,
3UAU495MIKB6PWQHRP57BQUW71QOU5,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:55 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:55 PDT 2019,,,3HHRAGRYXBOBSO07JGFH3E2Y0SKO9B,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:24:41 PDT 2019,Sat Apr 13 16:24:46 PDT 2019,Tue Apr 16 16:24:46 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1114232553915985920u,RT @BikeWalkLee: The texting while driving bill is moving into the final stages of FL Legislature consideration....House bill is limited to…,"[{""classification"":{""label"":""Disapproves""}}]",,
3KLL7H3EGFKWAUTUS2KMN3ZE9MLHVZ,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:52 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:52 PDT 2019,,,3137ONMDKJO4V7AQ38IVQJU7039GEQ,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:20:18 PDT 2019,Sat Apr 13 16:20:24 PDT 2019,Tue Apr 16 16:20:24 PDT 2019,,,,6,100% (22/22),100% (22/22),100% (22/22),1113281829002457089u,I’m still laughing at how long it took my friend to realize my boyfriend was texting him since I was driving https://t.co/3Y7uAJxMDp,"[{""classification"":{""label"":""Disapproves""}}]",,
3ZZAYRN1I8ARPJBSRKFX6U8UONJOTE,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:52 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:52 PDT 2019,,,3CTOC39K3A9TDULHO6PSHMU668MJ7B,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:26:49 PDT 2019,Sat Apr 13 16:26:55 PDT 2019,Tue Apr 16 16:26:55 PDT 2019,,,,6,100% (22/22),100% (22/22),100% (22/22),1112988738282573824w,RT @RisTllp: The steering wheel is not a hands-free device - and there is a very good reason why texting is not part of the driving test...…,"[{""classification"":{""label"":""Disapproves""}}]",,
3P7RGTLO6GW3KWR4NSWN481TGTOKA5,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:55 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:55 PDT 2019,,,379J5II41RZKHZOREZFB3BZFWKVLE1,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:15:06 PDT 2019,Sat Apr 13 16:15:14 PDT 2019,Tue Apr 16 16:15:14 PDT 2019,,,,8,100% (22/22),100% (22/22),100% (22/22),1112433127568347136k,The Ashland Police Department and the Klamath Falls Sheriff's Office will be on the look out for distracted drivers starting tomorrow. This doesn't just mean texting and driving.   https://t.co/KNVD4IQRdv,"[{""classification"":{""label"":""Disapproves""}}]",,
3A9LA2FRWUXOEJYPSHL4BOWZPXTHX2,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:55 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:55 PDT 2019,,,3K5TEWLKGYUZT927OM78BZV9FB4IVQ,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:19:21 PDT 2019,Sat Apr 13 16:19:28 PDT 2019,Tue Apr 16 16:19:28 PDT 2019,,,,7,100% (22/22),100% (22/22),100% (22/22),1113484128169500673x,"@kyjimbo51 @DGComedy Oh, yeah, when it's obvious they're too busy texting or watching a video (still shaking my head over that one) I have no qualms with a beep. Supposed to be driving here, folks, save your other crap for another time.","[{""classification"":{""label"":""Disapproves""}}]",,
3MZ3TAMYTN64DINXP0XXMIBQOTNRI9,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:55 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:55 PDT 2019,,,3HUTX6F6VX60S4F8Y702TRUKUMAO2J,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:19:56 PDT 2019,Sat Apr 13 16:20:04 PDT 2019,Tue Apr 16 16:20:04 PDT 2019,,,,8,100% (22/22),100% (22/22),100% (22/22),1115276324464152576p,"RT @CityCoralGables: When you get in a car, eliminate all distractions and just focus on driving. Checking social media or texting back a f…","[{""classification"":{""label"":""Disapproves""}}]",,
34R3P23QHUK9PJTZICPI95ISGVNHW9,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:55 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:55 PDT 2019,,,3G0WWMR1UY3Z22HHZ3QQAKSIKIJNQH,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:10:22 PDT 2019,Sat Apr 13 16:10:28 PDT 2019,Tue Apr 16 16:10:28 PDT 2019,,,,6,100% (22/22),100% (22/22),100% (22/22),1113854945181216768h,RT @IDOT_Illinois: On the road with friends? Designate your passenger as your “designated texter” to help keep everyone safe. If you’re tex…,"[{""classification"":{""label"":""Disapproves""}}]",,
338GLSUI45UW46LK3HRH9V3UU3EFSU,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:55 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:55 PDT 2019,,,34BBWHLWHDUC8Y2CEWC4X1ENMK6IW0,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:19:28 PDT 2019,Sat Apr 13 16:19:33 PDT 2019,Tue Apr 16 16:19:33 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1115619363615166465x,Texting while driving - https://t.co/qSngp1EUyr,"[{""classification"":{""label"":""Approves""}}]",,
3YGYP13643SWRJYOMGAPRQ77ASHRNP,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:08 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:08 PDT 2019,,,339ANSOTR8LLDY8VPIT19QKSZDXIK4,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:12:06 PDT 2019,Sat Apr 13 16:12:21 PDT 2019,Tue Apr 16 16:12:21 PDT 2019,,,,15,100% (22/22),100% (22/22),100% (22/22),1115363153687216129y,"Texting requires visual, manual, & cognitive distraction, making it one of the most dangerous of distracted driving behaviors.   :right_arrow:️ Take the Vision Zero pledge today: https://t.co/2Aps3r7AqR  @FLHSMV @FLPD411 @FLFR411  #FocusonDrivingFL #DistractedDrivingAwarenessMonth #VZFTL https://t.co/NfMqHwMwba","[{""classification"":{""label"":""Disapproves""}}]",,
3XEIP58NL26F5AHUKKON015HEE0LZA,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:55 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:55 PDT 2019,,,3DI28L7YXDX7RSKNLPXSJWQ1YEQE1O,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:22:21 PDT 2019,Sat Apr 13 16:22:26 PDT 2019,Tue Apr 16 16:22:26 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1113864489496207360p,Today's News Update on #95TheOne and #AM1080 https://t.co/vmCzvZa47R,"[{""classification"":{""label"":""Neither/Unknown""}}]",,
3LOJFQ4BOZY1I3UG72NPU99Z1WLKD7,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:02 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:02 PDT 2019,,,37XITHEISZSGNZZQNS6CZZ8BH07RC4,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:26:39 PDT 2019,Sat Apr 13 16:26:48 PDT 2019,Tue Apr 16 16:26:48 PDT 2019,,,,9,100% (22/22),100% (22/22),100% (22/22),1113430364364705793r,"@HalifaxGuy22 They didn't have Free Wifi downtown then. Now everyone is texting and driving. I took a bus yesterday, been a few years, to see any changes. At the bus stop, I yelled at 5 people texting in front of me, not fast enough to get camera loaded, but pretended to photo them.","[{""classification"":{""label"":""Disapproves""}}]",,
3L7SUC0TTWD297TPG2CAUFHKWC7M0L,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:56 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:56 PDT 2019,,,3QRYMNZ7F10CUI99G7KLFP354PINTV,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:13:33 PDT 2019,Sat Apr 13 16:13:46 PDT 2019,Tue Apr 16 16:13:46 PDT 2019,,,,13,100% (22/22),100% (22/22),100% (22/22),1115083378670358528a,"Just been reading a statistic saying that #Dubai residents rate very highly when it comes to multitasking.  I can believe that. Right now many of you will be reading this tweet whilst simultaneously driving, eating, texting and beeping at someone together out of the way.","[{""classification"":{""label"":""Disapproves""}}]",,
3Z3R5YC0P56XJ6YZSHW7J0ZGWMSFTJ,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:56 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:56 PDT 2019,,,3EF8EXOTT4EF286FZQ8JGC3T3MMJ1E,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:24:46 PDT 2019,Sat Apr 13 16:24:52 PDT 2019,Tue Apr 16 16:24:52 PDT 2019,,,,6,100% (22/22),100% (22/22),100% (22/22),1113092285686861828g,Day 2/30 of 2019's #DistractedDrivingAwarenessMonth  We have created a culture of acceptance in regards to texting while driving. This must change. We need to have tough conversations that shift acceptance into shame. Lives are at risk. #DistractedDriving #JustDrive #ArriveAlive https://t.co/thvC6ympKa,"[{""classification"":{""label"":""Disapproves""}}]",,
3UEBBGULPH7CJJDOSMMHOWLIF0ZFUA,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:59 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:59 PDT 2019,,,3MD9PLUKKLX8GUI8MZ931D4MPL4NZB,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:18:46 PDT 2019,Sat Apr 13 16:18:58 PDT 2019,Tue Apr 16 16:18:58 PDT 2019,,,,12,100% (22/22),100% (22/22),100% (22/22),1113713952125607937u,"To the people who send voice notes on WhatsApp rather than texting, if you're not driving, then you are probably a lazy person.","[{""classification"":{""label"":""Disapproves""}}]",,
3AC6MFV69M1DJEY4TZ9P89CAXXRHZZ,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:02 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:02 PDT 2019,,,3GS6S824STG4MZD3BCPW29A48J0NWL,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:15:14 PDT 2019,Sat Apr 13 16:15:25 PDT 2019,Tue Apr 16 16:15:25 PDT 2019,,,,11,100% (22/22),100% (22/22),100% (22/22),1114936081877696513p,"Thankfully, there was a 9% decrease in total fatalities from 2016 to 2017, but even one fatality is one too many, which is why we must work together to spread the message about the dangers of texting and driving.  #UTextUDriveUPay #NHTSA #NJDHTS https://t.co/dQG0TWdNxu","[{""classification"":{""label"":""Disapproves""}}]",,
3PEG1BH7AGA836WWT6WJZJLZYB9KB0,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:59 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:59 PDT 2019,,,39OWYR0EPNAWNCVMSPO7F1MBH0EFY5,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:05:55 PDT 2019,Sat Apr 13 16:06:00 PDT 2019,Tue Apr 16 16:06:00 PDT 2019,,,,5,100% (22/22),100% (22/22),100% (22/22),1112538112889159680e,"RT @INBMV: Texting and driving not only endangers you, it endangers everyone around you! Learn more about distracted driving at https://t.c…","[{""classification"":{""label"":""Disapproves""}}]",,
3KTCJ4SCVIK2GWE7CLGA8K0U14DM1O,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:30:00 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:30:00 PDT 2019,,,3AMW0RGHOGLE2QG2ZQB1AF28FMXNPQ,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:10:08 PDT 2019,Sat Apr 13 16:10:15 PDT 2019,Tue Apr 16 16:10:15 PDT 2019,,,,7,100% (22/22),100% (22/22),100% (22/22),1114978612627812356o,I swear its so sad that no matter how much awareness is spread about texting and driving people still selfishly do it thinking they can get away with it! There must be stricter laws against this! https://t.co/OCrgILN5Ss,"[{""classification"":{""label"":""Disapproves""}}]",,
3511RHPADXX63JV3A3UAEY3I5XHRLN,3YT1BAKETL93V15G0IH31R3NDALPH6,Tweet Opinion on Texting and Driving,Classify the opinion expressed in the tweet.,"classification, text",$0.01 ,Sat Apr 13 15:29:59 PDT 2019,3,BatchId:233912;OriginalHitTemplateId:921587277;,3600,259200,Sat Apr 20 15:29:59 PDT 2019,,,3CFVK00FWO4G4KVC8HWDRN72FM7L6G,ARUVZL9T2O9I9,Submitted,Sat Apr 13 16:07:23 PDT 2019,Sat Apr 13 16:07:31 PDT 2019,Tue Apr 16 16:07:31 PDT 2019,,,,8,100% (22/22),100% (22/22),100% (22/22),1112958762497794048p,@Habooya_M Stop driving when u know they are texting!,"[{""classification"":{""label"":""Disapproves""}}]",,
